129,TJ Dillashaw VS Renan Barao,TJ Dillashaw,Renan Barao,-200,170,7/25/2015 0:00,"Chicago, Illinois, USA", USA,TJ Dillashaw,Bantamweight,MALE,29,28,KO/TKO
130,Kamaru Usman VS Hayder Hassan,Kamaru Usman,Hayder Hassan,-240,200,7/12/2015 0:00,"Las Vegas, Nevada, USA", USA,Kamaru Usman,Welterweight,MALE,28,32,SUB
131,Chad Mendes VS Conor McGregor,Chad Mendes,Conor McGregor,165,-190,7/11/2015 0:00,"Las Vegas, Nevada, USA", USA,Conor McGregor,Featherweight,MALE,30,26,KO/TKO
132,Robbie Lawler VS Rory MacDonald,Robbie Lawler,Rory MacDonald,145,-165,7/11/2015 0:00,"Las Vegas, Nevada, USA", USA,Robbie Lawler,Welterweight,MALE,33,25,KO/TKO
133,Joanna Jedrzejczyk VS Jessica Penne,Joanna Jedrzejczyk,Jessica Penne,-900,600,6/20/2015 0:00,"Berlin, Berlin, Germany", Germany,Joanna Jedrzejczyk,Women's Strawweight,FEMALE,27,32,KO/TKO
134,Cain Velasquez VS Fabricio Werdum,Cain Velasquez,Fabricio Werdum,-460,365,6/13/2015 0:00,"Mexico City, Distrito Federal, Mexico", Mexico,Fabricio Werdum,Heavyweight,MALE,32,37,SUB
135,Anthony Johnson VS Daniel Cormier,Anthony Johnson,Daniel Cormier,-120,100,5/23/2015 0:00,"Las Vegas, Nevada, USA", USA,Daniel Cormier,Light Heavyweight,MALE,31,36,SUB
136,Chris Weidman VS Vitor Belfort,Chris Weidman,Vitor Belfort,-420,335,5/23/2015 0:00,"Las Vegas, Nevada, USA", USA,Chris Weidman,Middleweight,MALE,30,38,KO/TKO
137,Demetrious Johnson VS Kyoji Horiguchi,Demetrious Johnson,Kyoji Horiguchi,-980,640,4/25/2015 0:00,"Montreal, Quebec, Canada", Canada,Demetrious Johnson,Flyweight,MALE,28,24,SUB
138,Anthony Pettis VS Rafael Dos Anjos,Anthony Pettis,Rafael Dos Anjos,-450,400,3/14/2015 0:00,"Dallas, Texas, USA", USA,Rafael Dos Anjos,Lightweight,MALE,28,30,U-DEC
139,Carla Esparza VS Joanna Jedrzejczyk,Carla Esparza,Joanna Jedrzejczyk,-160,140,3/14/2015 0:00,"Dallas, Texas, USA", USA,Joanna Jedrzejczyk,Women's Strawweight,FEMALE,27,27,KO/TKO
140,Ronda Rousey VS Cat Zingano,Ronda Rousey,Cat Zingano,-660,540,2/28/2015 0:00,"Los Angeles, California, USA", USA,Ronda Rousey,Women's Bantamweight,FEMALE,28,32,SUB
141,Jon Jones VS Daniel Cormier,Jon Jones,Daniel Cormier,-192,177,1/3/2015 0:00,"Las Vegas, Nevada, USA", USA,Jon Jones,Light Heavyweight,MALE,27,35,U-DEC
142,Carla Esparza VS Rose Namajunas,Carla Esparza,Rose Namajunas,-110,-110,12/12/2014 0:00,"Las Vegas, Nevada, USA", USA,Carla Esparza,Women's Strawweight,FEMALE,27,22,SUB
143,Johny Hendricks VS Robbie Lawler,Johny Hendricks,Robbie Lawler,-220,200,12/6/2014 0:00,"Las Vegas, Nevada, USA", USA,Robbie Lawler,Welterweight,MALE,31,32,S-DEC
144,Anthony Pettis VS Gilbert Melendez,Anthony Pettis,Gilbert Melendez,-315,285,12/6/2014 0:00,"Las Vegas, Nevada, USA", USA,Anthony Pettis,Lightweight,MALE,27,32,SUB
145,Fabricio Werdum VS Mark Hunt,Fabricio Werdum,Mark Hunt,-430,380,11/15/2014 0:00,"Mexico City, Distrito Federal, Mexico", Mexico,Fabricio Werdum,Heavyweight,MALE,37,40,KO/TKO
146,Yair Rodriguez VS Leonardo Morales,Yair Rodriguez,Leonardo Morales,-230,210,11/15/2014 0:00,"Mexico City, Distrito Federal, Mexico", Mexico,Yair Rodriguez,Featherweight,MALE,22,21,U-DEC
147,Alejandro Perez VS Jose Quinonez,Alejandro Perez,Jose Quinonez,215,-235,11/15/2014 0:00,"Mexico City, Distrito Federal, Mexico", Mexico,Alejandro Perez,Bantamweight,MALE,25,24,U-DEC
148,Jose Aldo VS Chad Mendes,Jose Aldo,Chad Mendes,-200,185,10/25/2014 0:00,"Rio de Janeiro, Brazil", Brazil,Jose Aldo,Featherweight,MALE,28,29,U-DEC
149,Demetrious Johnson VS Chris Cariaso,Demetrious Johnson,Chris Cariaso,-1450,1150,9/27/2014 0:00,"Las Vegas, Nevada, USA", USA,Demetrious Johnson,Flyweight,MALE,28,33,SUB
150,TJ Dillashaw VS Joe Soto,TJ Dillashaw,Joe Soto,-1100,900,8/30/2014 0:00,"Sacramento, California, USA", USA,TJ Dillashaw,Bantamweight,MALE,28,27,KO/TKO
151,Ning Guangyou VS Jianping Yang,Ning Guangyou,Jianping Yang,205,-225,8/23/2014 0:00,"Macau, China", China,Ning Guangyou,Featherweight,MALE,32,25,
152,Corey Anderson VS Matt Van Buren,Corey Anderson,Matt Van Buren,-265,245,7/6/2014 0:00,"Las Vegas, Nevada, USA", USA,Corey Anderson,Light Heavyweight,MALE,24,28,KO/TKO
153,Dhiego Lima VS Eddie Gordon,Dhiego Lima,Eddie Gordon,-150,140,7/6/2014 0:00,"Las Vegas, Nevada, USA", USA,Eddie Gordon,Middleweight,MALE,25,30,KO/TKO
154,Chris Weidman VS Lyoto Machida,Chris Weidman,Lyoto Machida,-185,170,7/5/2014 0:00,"Las Vegas, Nevada, USA", USA,Chris Weidman,Middleweight,MALE,30,36,U-DEC
155,Ronda Rousey VS Alexis Davis,Ronda Rousey,Alexis Davis,-900,700,7/5/2014 0:00,"Las Vegas, Nevada, USA", USA,Ronda Rousey,Women's Bantamweight,FEMALE,27,29,KO/TKO
156,Demetrious Johnson VS Ali Bagautinov,Demetrious Johnson,Ali Bagautinov,-690,560,6/14/2014 0:00,"Vancouver, British Columbia, Canada", Canada,Demetrious Johnson,Flyweight,MALE,27,29,U-DEC
157,Vitor Miranda VS Antonio Carlos Junior,Vitor Miranda,Antonio Carlos Junior,185,-200,5/31/2014 0:00,"Sao Paulo, Brazil", Brazil,Antonio Carlos Junior,Heavyweight,MALE,35,24,U-DEC
158,Marcio Alexandre Junior VS Warlley Alves,Marcio Alexandre Junior,Warlley Alves,185,-200,5/31/2014 0:00,"Sao Paulo, Brazil", Brazil,Warlley Alves,Middleweight,MALE,25,23,SUB
159,Renan Barao VS TJ Dillashaw,Renan Barao,TJ Dillashaw,-910,710,5/24/2014 0:00,"Las Vegas, Nevada, USA", USA,TJ Dillashaw,Bantamweight,MALE,27,28,KO/TKO
160,Jon Jones VS Glover Teixeira,Jon Jones,Glover Teixeira,-440,390,4/26/2014 0:00,"Baltimore, Maryland, USA", USA,Jon Jones,Light Heavyweight,MALE,26,34,U-DEC
161,Sheldon Westcott VS Elias Theodorou,Sheldon Westcott,Elias Theodorou,175,-190,4/16/2014 0:00,"Quebec City, Quebec, Canada", Canada,Elias Theodorou,Middleweight,MALE,29,25,KO/TKO
162,Chad Laprise VS Olivier Aubin-Mercier,Chad Laprise,Olivier Aubin-Mercier,145,-155,4/16/2014 0:00,"Quebec City, Quebec, Canada", Canada,Chad Laprise,Welterweight,MALE,27,25,S-DEC
163,Johny Hendricks VS Robbie Lawler,Johny Hendricks,Robbie Lawler,-365,328,3/15/2014 0:00,"Dallas, Texas, USA", USA,Johny Hendricks,Welterweight,MALE,30,31,U-DEC
164,Sai Wang VS Zhang Lipeng,Sai Wang,Zhang Lipeng,-295,265,3/1/2014 0:00,"Macau, China", China,Zhang Lipeng,Welterweight,MALE,28,23,
165,Ronda Rousey VS Sara McMann,Ronda Rousey,Sara McMann,-360,325,2/22/2014 0:00,"Las Vegas, Nevada, USA", USA,Ronda Rousey,Women's Bantamweight,FEMALE,27,33,KO/TKO
166,Renan Barao VS Urijah Faber,Renan Barao,Urijah Faber,-335,305,2/1/2014 0:00,"Newark, New Jersey, USA", USA,Renan Barao,Bantamweight,MALE,27,34,KO/TKO
167,Jose Aldo VS Ricardo Lamas,Jose Aldo,Ricardo Lamas,-750,600,2/1/2014 0:00,"Newark, New Jersey, USA", USA,Jose Aldo,Featherweight,MALE,27,31,U-DEC
168,Chris Weidman VS Anderson Silva,Chris Weidman,Anderson Silva,165,-175,12/28/2013 0:00,"Las Vegas, Nevada, USA", USA,Chris Weidman,Middleweight,MALE,29,38,KO/TKO
169,Ronda Rousey VS Miesha Tate,Ronda Rousey,Miesha Tate,-680,555,12/28/2013 0:00,"Las Vegas, Nevada, USA", USA,Ronda Rousey,Women's Bantamweight,FEMALE,26,27,SUB
170,Demetrious Johnson VS Joseph Benavidez,Demetrious Johnson,Joseph Benavidez,-135,125,12/14/2013 0:00,"Sacramento, California, USA", USA,Demetrious Johnson,Flyweight,MALE,27,29,KO/TKO
171,Julianna Pena VS Jessica Rakoczy,Julianna Pena,Jessica Rakoczy,-290,260,11/30/2013 0:00,"Las Vegas, Nevada, USA", USA,Julianna Pena,Women's Bantamweight,FEMALE,24,36,KO/TKO
172,Chris Holdsworth VS Davey Grant,Chris Holdsworth,Davey Grant,-200,185,11/30/2013 0:00,"Las Vegas, Nevada, USA", USA,Chris Holdsworth,Bantamweight,MALE,26,27,SUB
173,Georges St-Pierre VS Johny Hendricks,Georges St-Pierre,Johny Hendricks,-192,177,11/16/2013 0:00,"Las Vegas, Nevada, USA", USA,Georges St-Pierre,Welterweight,MALE,32,30,S-DEC
174,Cain Velasquez VS Junior Dos Santos,Cain Velasquez,Junior Dos Santos,-200,185,10/19/2013 0:00,"Houston, Texas, USA", USA,Cain Velasquez,Heavyweight,MALE,31,29,KO/TKO
175,Jon Jones VS Alexander Gustafsson,Jon Jones,Alexander Gustafsson,-840,660,9/21/2013 0:00,"Toronto, Ontario, Canada", Canada,Jon Jones,Light Heavyweight,MALE,26,26,U-DEC
176,Renan Barao VS Eddie Wineland,Renan Barao,Eddie Wineland,-750,600,9/21/2013 0:00,"Toronto, Ontario, Canada", Canada,Renan Barao,Bantamweight,MALE,26,29,KO/TKO
177,Benson Henderson VS Anthony Pettis,Benson Henderson,Anthony Pettis,100,-110,8/31/2013 0:00,"Milwaukee, Wisconsin, USA", USA,Anthony Pettis,Lightweight,MALE,29,26,SUB
178,Jose Aldo VS Chan Sung Jung,Jose Aldo,Chan Sung Jung,-875,685,8/3/2013 0:00,"Rio de Janeiro, Brazil", Brazil,Jose Aldo,Featherweight,MALE,26,26,KO/TKO
179,Demetrious Johnson VS John Moraga,Demetrious Johnson,John Moraga,-420,375,7/27/2013 0:00,"Seattle, Washington, USA", USA,Demetrious Johnson,Flyweight,MALE,26,29,SUB
180,Anderson Silva VS Chris Weidman,Anderson Silva,Chris Weidman,-230,210,7/6/2013 0:00,"Las Vegas, Nevada, USA", USA,Chris Weidman,Middleweight,MALE,38,29,KO/TKO
181,William Patolino VS Leonardo Santos,William Patolino,Leonardo Santos,140,-150,6/8/2013 0:00,"Fortaleza, Ceara, Brazil", Brazil,Leonardo Santos,Welterweight,MALE,21,33,
182,Cain Velasquez VS Antonio Silva,Cain Velasquez,Antonio Silva,-705,570,5/25/2013 0:00,"Las Vegas, Nevada, USA", USA,Cain Velasquez,Heavyweight,MALE,30,33,KO/TKO
183,Jon Jones VS Chael Sonnen,Jon Jones,Chael Sonnen,-875,685,4/27/2013 0:00,"Newark, New Jersey, USA", USA,Jon Jones,Light Heavyweight,MALE,25,36,KO/TKO
184,Benson Henderson VS Gilbert Melendez,Benson Henderson,Gilbert Melendez,-310,280,4/20/2013 0:00,"San Jose, California, USA", USA,Benson Henderson,Lightweight,MALE,29,31,S-DEC
185,Uriah Hall VS Kelvin Gastelum,Uriah Hall,Kelvin Gastelum,-285,258,4/13/2013 0:00,"Las Vegas, Nevada, USA", USA,Kelvin Gastelum,Middleweight,MALE,28,21,S-DEC
186,Georges St-Pierre VS Nick Diaz,Georges St-Pierre,Nick Diaz,-545,465,3/16/2013 0:00,"Montreal, Quebec, Canada", Canada,Georges St-Pierre,Welterweight,MALE,31,29,U-DEC
187,Ronda Rousey VS Liz Carmouche,Ronda Rousey,Liz Carmouche,-900,700,2/23/2013 0:00,"Anaheim, California, USA", USA,Ronda Rousey,Women's Bantamweight,FEMALE,26,29,SUB
188,Renan Barao VS Michael McDonald,Renan Barao,Michael McDonald,-295,265,2/16/2013 0:00,"London, England, United Kingdom", United Kingdom,Renan Barao,Bantamweight,MALE,26,22,SUB
189,Jose Aldo VS Frankie Edgar,Jose Aldo,Frankie Edgar,-175,165,2/2/2013 0:00,"Las Vegas, Nevada, USA", USA,Jose Aldo,Featherweight,MALE,26,31,U-DEC
190,Demetrious Johnson VS John Dodson,Demetrious Johnson,John Dodson,-245,205,1/26/2013 0:00,"Chicago, Illinois, USA", USA,Demetrious Johnson,Flyweight,MALE,26,28,U-DEC
191,Junior Dos Santos VS Cain Velasquez,Junior Dos Santos,Cain Velasquez,-190,175,12/29/2012 0:00,"Las Vegas, Nevada, USA", USA,Cain Velasquez,Heavyweight,MALE,28,30,U-DEC
192,Colton Smith VS Mike Ricci,Colton Smith,Mike Ricci,270,-300,12/15/2012 0:00,"Las Vegas, Nevada, USA", USA,Colton Smith,Welterweight,MALE,25,26,U-DEC
193,Robert Whittaker VS Bradley Scott,Robert Whittaker,Bradley Scott,-235,215,12/14/2012 0:00,"Gold Coast, Queensland, Australia", Australia,Robert Whittaker,Welterweight,MALE,21,23,
194,Colin Fletcher VS Norman Parke,Colin Fletcher,Norman Parke,116,-126,12/14/2012 0:00,"Gold Coast, Queensland, Australia", Australia,Norman Parke,Lightweight,MALE,29,25,U-DEC
195,Benson Henderson VS Nate Diaz,Benson Henderson,Nate Diaz,-225,185,12/8/2012 0:00,"Seattle, Washington, USA", USA,Benson Henderson,Lightweight,MALE,29,27,U-DEC
196,Georges St-Pierre VS Carlos Condit,Georges St-Pierre,Carlos Condit,-300,270,11/17/2012 0:00,"Montreal, Quebec, Canada", Canada,Georges St-Pierre,Welterweight,MALE,31,28,U-DEC
197,Jon Jones VS Vitor Belfort,Jon Jones,Vitor Belfort,-840,660,9/22/2012 0:00,"Toronto, Ontario, Canada", Canada,Jon Jones,Light Heavyweight,MALE,25,35,SUB
198,Joseph Benavidez VS Demetrious Johnson,Joseph Benavidez,Demetrious Johnson,-245,225,9/22/2012 0:00,"Toronto, Ontario, Canada", Canada,Demetrious Johnson,Flyweight,MALE,28,26,S-DEC
199,Benson Henderson VS Frankie Edgar,Benson Henderson,Frankie Edgar,-185,170,8/11/2012 0:00,"Denver, Colorado, USA", USA,Benson Henderson,Lightweight,MALE,28,30,S-DEC
200,Urijah Faber VS Renan Barao,Urijah Faber,Renan Barao,150,-160,7/21/2012 0:00,"Calgary, Alberta, Canada", Canada,Renan Barao,Bantamweight,MALE,33,25,U-DEC
201,Anderson Silva VS Chael Sonnen,Anderson Silva,Chael Sonnen,-280,255,7/7/2012 0:00,"Las Vegas, Nevada, USA", USA,Anderson Silva,Middleweight,MALE,37,35,KO/TKO
202,Cezar Ferreira VS Sergio Moraes,Cezar Ferreira,Sergio Moraes,-315,258,6/23/2012 0:00,"Belo Horizonte, Minas Gerais, Brazil", Brazil,Cezar Ferreira,Middleweight,MALE,27,29,U-DEC
203,Godofredo Pepey VS Rony Jason,Godofredo Pepey,Rony Jason,240,-260,6/23/2012 0:00,"Belo Horizonte, Minas Gerais, Brazil", Brazil,Rony Jason,Featherweight,MALE,24,28,U-DEC
204,Michael Chiesa VS Al Iaquinta,Michael Chiesa,Al Iaquinta,240,-260,6/1/2012 0:00,"Las Vegas, Nevada, USA", USA,Michael Chiesa,Lightweight,MALE,24,25,SUB
205,Junior Dos Santos VS Frank Mir,Junior Dos Santos,Frank Mir,-475,420,5/26/2012 0:00,"Las Vegas, Nevada, USA", USA,Junior Dos Santos,Heavyweight,MALE,28,33,KO/TKO
206,Jon Jones VS Rashad Evans,Jon Jones,Rashad Evans,-510,440,4/21/2012 0:00,"Atlanta, Georgia, USA", USA,Jon Jones,Light Heavyweight,MALE,24,32,U-DEC
207,Frankie Edgar VS Benson Henderson,Frankie Edgar,Benson Henderson,-130,120,2/25/2012 0:00,"Saitama, Japan", Japan,Benson Henderson,Lightweight,MALE,30,28,U-DEC
208,Nick Diaz VS Carlos Condit,Nick Diaz,Carlos Condit,-190,175,2/4/2012 0:00,"Las Vegas, Nevada, USA", USA,Carlos Condit,Welterweight,MALE,28,27,U-DEC
209,Jose Aldo VS Chad Mendes,Jose Aldo,Chad Mendes,-230,210,1/14/2012 0:00,"Rio de Janeiro, Brazil", Brazil,Jose Aldo,Featherweight,MALE,25,26,KO/TKO
210,Jon Jones VS Lyoto Machida,Jon Jones,Lyoto Machida,-475,420,12/10/2011 0:00,"Toronto, Ontario, Canada", Canada,Jon Jones,Light Heavyweight,MALE,24,33,SUB
211,Diego Brandao VS Dennis Bermudez,Diego Brandao,Dennis Bermudez,-320,290,12/3/2011 0:00,"Las Vegas, Nevada, USA", USA,Diego Brandao,Featherweight,MALE,24,24,SUB
212,TJ Dillashaw VS John Dodson,TJ Dillashaw,John Dodson,-215,195,12/3/2011 0:00,"Las Vegas, Nevada, USA", USA,John Dodson,Bantamweight,MALE,25,27,KO/TKO
213,Cain Velasquez VS Junior Dos Santos,Cain Velasquez,Junior Dos Santos,-125,115,11/12/2011 0:00,"Anaheim, California, USA", USA,Junior Dos Santos,Heavyweight,MALE,29,27,KO/TKO
214,Frankie Edgar VS Gray Maynard,Frankie Edgar,Gray Maynard,-125,115,10/8/2011 0:00,"Houston, Texas, USA", USA,Frankie Edgar,Lightweight,MALE,29,32,KO/TKO
215,Jose Aldo VS Kenny Florian,Jose Aldo,Kenny Florian,-355,320,10/8/2011 0:00,"Houston, Texas, USA", USA,Jose Aldo,Featherweight,MALE,25,35,U-DEC
216,Dominick Cruz VS Demetrious Johnson,Dominick Cruz,Demetrious Johnson,-550,425,10/1/2011 0:00,"Washington, DC, USA", USA,Dominick Cruz,Bantamweight,MALE,26,25,U-DEC
217,Jon Jones VS Rampage Jackson,Jon Jones,Rampage Jackson,-500,435,9/24/2011 0:00,"Denver, Colorado, USA", USA,Jon Jones,Light Heavyweight,MALE,24,33,
218,Anderson Silva VS Yushin Okami,Anderson Silva,Yushin Okami,-600,500,8/27/2011 0:00,"Rio de Janeiro, Brazil", Brazil,Anderson Silva,Middleweight,MALE,36,30,KO/TKO
219,Dominick Cruz VS Urijah Faber,Dominick Cruz,Urijah Faber,-185,170,7/2/2011 0:00,"Las Vegas, Nevada, USA", USA,Dominick Cruz,Bantamweight,MALE,26,32,U-DEC
220,Ramsey Nijem VS Tony Ferguson,Ramsey Nijem,Tony Ferguson,-105,-115,6/4/2011 0:00,"Las Vegas, Nevada, USA", USA,Tony Ferguson,Welterweight,MALE,23,27,KO/TKO
221,Georges St-Pierre VS Jake Shields,Georges St-Pierre,Jake Shields,-455,405,4/30/2011 0:00,"Toronto, Ontario, Canada", Canada,Georges St-Pierre,Welterweight,MALE,29,32,U-DEC
222,Jose Aldo VS Mark Hominick,Jose Aldo,Mark Hominick,-500,435,4/30/2011 0:00,"Toronto, Ontario, Canada", Canada,Jose Aldo,Featherweight,MALE,24,28,U-DEC
223,Mauricio Rua VS Jon Jones,Mauricio Rua,Jon Jones,195,-215,3/19/2011 0:00,"Newark, New Jersey, USA", USA,Jon Jones,Light Heavyweight,MALE,29,23,KO/TKO
224,Anderson Silva VS Vitor Belfort,Anderson Silva,Vitor Belfort,-210,190,2/5/2011 0:00,"Las Vegas, Nevada, USA", USA,Anderson Silva,Middleweight,MALE,35,33,KO/TKO
225,Georges St-Pierre VS Josh Koscheck,Georges St-Pierre,Josh Koscheck,-440,390,12/11/2010 0:00,"Montreal, Quebec, Canada", Canada,Georges St-Pierre,Welterweight,MALE,29,33,U-DEC
226,Jonathan Brookins VS Michael Johnson,Jonathan Brookins,Michael Johnson,-230,190,12/4/2010 0:00,"Las Vegas, Nevada, USA", USA,Jonathan Brookins,Lightweight,MALE,25,24,U-DEC
227,Brock Lesnar VS Cain Velasquez,Brock Lesnar,Cain Velasquez,-165,155,10/23/2010 0:00,"Anaheim, California, USA", USA,Cain Velasquez,Heavyweight,MALE,33,28,KO/TKO
228,Frankie Edgar VS BJ Penn,Frankie Edgar,BJ Penn,248,-270,8/28/2010 0:00,"Boston, Massachusetts, USA", USA,Frankie Edgar,Lightweight,MALE,28,31,U-DEC
229,Anderson Silva VS Chael Sonnen,Anderson Silva,Chael Sonnen,-460,410,8/7/2010 0:00,"Oakland, California, USA", USA,Anderson Silva,Middleweight,MALE,35,33,SUB
230,Brock Lesnar VS Shane Carwin,Brock Lesnar,Shane Carwin,-145,135,7/3/2010 0:00,"Las Vegas, Nevada, USA", USA,Brock Lesnar,Heavyweight,MALE,32,35,SUB
231,Court McGee VS Kris McCray,Court McGee,Kris McCray,-220,180,6/19/2010 0:00,"Las Vegas, Nevada, USA", USA,Court McGee,Middleweight,MALE,25,28,SUB
232,Lyoto Machida VS Mauricio Rua,Lyoto Machida,Mauricio Rua,-190,175,5/8/2010 0:00,"Montreal, Quebec, Canada", Canada,Mauricio Rua,Light Heavyweight,MALE,31,28,KO/TKO
233,Anderson Silva VS Demian Maia,Anderson Silva,Demian Maia,-675,550,4/10/2010 0:00,"Abu Dhabi, United Arab Emirates", United Arab Emirates,Anderson Silva,Middleweight,MALE,34,32,U-DEC
234,BJ Penn VS Frankie Edgar,BJ Penn,Frankie Edgar,-780,620,4/10/2010 0:00,"Abu Dhabi, United Arab Emirates", United Arab Emirates,Frankie Edgar,Lightweight,MALE,31,28,U-DEC
235,Georges St-Pierre VS Dan Hardy,Georges St-Pierre,Dan Hardy,-650,550,3/27/2010 0:00,"Newark, New Jersey, USA", USA,Georges St-Pierre,Welterweight,MALE,28,27,U-DEC
236,Frank Mir VS Shane Carwin,Frank Mir,Shane Carwin,-150,140,3/27/2010 0:00,"Newark, New Jersey, USA", USA,Shane Carwin,Heavyweight,MALE,30,35,KO/TKO
