1517,Katsuya Inoue,"5' 9""",168 lbs.,,Southpaw,8/10/1979 0:00,3.41,0.24,0.51,0,0,0.66,0,,,,
1518,Takeshi Inoue,"5' 8""",145 lbs.,,,3/18/1980 0:00,2.54,0.44,0.61,0,0,0.47,0,,,,
1519,Naoki Inoue,"5' 9""",125 lbs.,"71""",Orthodox,6/14/1997 0:00,3.67,0.35,0.6,0,0,0.6,2.5,,,,
1520,Inoue Mizuki,"5' 3""",125 lbs.,"65""",Orthodox,8/19/1994 0:00,5,0.5,0.48,0,0,0.66,0,,,,
1521,Jorge Interiano,"6' 1""",205 lbs.,,,,0,0,0,0,0,0,0,,,,
1522,Jason Ireland,"5' 9""",161 lbs.,,Southpaw,12/30/1979 0:00,1.2,0.25,0.51,3.59,0.75,0,1.2,,,,
1523,Eric Irvin,"5' 8""",155 lbs.,,,1/10/1986 0:00,3.27,0.42,0.36,4,0.3,0.33,0,,,,
1524,Mitsuhiro Ishida,"5' 6""",154 lbs.,,Southpaw,12/29/1978 0:00,1.46,0.41,0.61,4.76,0.53,0.33,0.7,,,,
1525,Yuki Ishikawa,"5' 11""",205 lbs.,,Orthodox,,1.07,0.28,0.11,0,0,0.5,0,,,,
1526,Eiji Ishikawa,"5' 10""",170 lbs.,,,10/12/1979 0:00,1.2,0.29,0.6,1,0.09,0,0,,,,
1527,Satoshi Ishii,"5' 11""",240 lbs.,,Orthodox,12/19/1986 0:00,1.41,0.36,0.63,3.47,0.52,1,1.6,,,,
1528,Damir Ismagulov,"5' 9""",155 lbs.,"70""",Orthodox,2/3/1991 0:00,3.76,0.43,0.69,1.67,0.31,1,0,,,,
1529,Tokimitsu Ishizawa,"6' 0""",185 lbs.,,Orthodox,8/5/1968 0:00,1.34,0.3,0.59,2.74,0.18,0,0,,,,
1530,Tatsuya Iwasaki,"5' 9""",205 lbs.,,Orthodox,,0.79,1,0.38,0,0,0,0,,,,
1531,Tomomi Iwama,"5' 3""",155 lbs.,,Orthodox,,1,0.2,0.7,0,0,0,0,,,,
1532,Anthony Ivy,"6' 2""",185 lbs.,"74""",Orthodox,1/23/1990 0:00,2.5,0.42,0.51,4.69,0.2,1,0,,,,
1533,Blagoy Ivanov,"5' 11""",250 lbs.,"73""",Southpaw,10/9/1986 0:00,3.32,0.4,0.54,1.06,0.54,0.75,0.2,,,,
1534,Hiroshi Izumi,,205 lbs.,,Orthodox,6/22/1982 0:00,1.95,0.37,0.66,3.35,0.7,1,0.5,,,,
1535,Kenyon Jackson,"6' 0""",185 lbs.,,,,0,0,0,0,0,0,0,,,,
1536,Mike Jackson,"6' 2""",170 lbs.,,Orthodox,3/22/1985 0:00,4.25,0.58,0.75,0.95,1,0.88,0,The Truth,Welterweight,"Houston, Texas",United States
1537,Jason Jackson,"6' 1""",170 lbs.,"78""",Orthodox,10/30/1990 0:00,2.24,0.48,0.56,0,0,0,0,,,,
1538,Eric Jacob,,155 lbs.,,,,0,0,0,0,0,0,0,,,,
1539,Montel Jackson,"5' 10""",135 lbs.,"75""",Southpaw,4/24/1992 0:00,3.77,0.55,0.56,4.15,0.77,0.66,0.2,,,,
1540,Nate James,"6' 0""",185 lbs.,,,5/29/1978 0:00,1.33,0.42,0.28,0,0,0.44,0,,,,
1541,Ryan Janes,"6' 3""",185 lbs.,"76""",Orthodox,8/22/1981 0:00,7.69,0.48,0.59,0.35,1,0.58,0,,,,
1542,Virna Jandiroba,"5' 3""",115 lbs.,"64""",Orthodox,5/30/1988 0:00,2.39,0.46,0.54,3.16,0.53,0.73,2,,,,
1543,Josh Janousek,"5' 11""",185 lbs.,,Orthodox,9/25/1980 0:00,0,0,0,0,0,0,0,,,,
1544,Jaime Jara,"6' 1""",205 lbs.,,Southpaw,8/2/1969 0:00,2.2,0.6,0.56,0,0,0.25,0,,,,
1545,Dave Jansen,"5' 9""",155 lbs.,"73""",Orthodox,8/21/1979 0:00,2.94,0.33,0.58,2.79,0.28,0.38,0.9,,,,
1546,Gigo Jara,"5' 9""",145 lbs.,,,,2.26,0.57,0.51,0,0,0.66,0,,,,
1547,Josh Jarvis,,,,,,0,0,0,0,0,0,0,,,,
1548,Justin Jaynes,"5' 7""",155 lbs.,"68""",Orthodox,8/10/1989 0:00,3.58,0.42,0.58,0,0,0.33,0.6,,,,
1549,Louis Jauregui,"5' 7""",170 lbs.,,,,0,0,0,0,0,0,0,,,,
1550,Rony Jason,"5' 7""",145 lbs.,"73""",Orthodox,3/21/1984 0:00,2.04,0.44,0.53,0.59,0.3,0.36,0.8,,,,
1551,Aaron Jeffery,"6' 2""",185 lbs.,"74""",Orthodox,11/14/1992 0:00,6.21,0.84,0.39,0,0,0.75,0,,,,
1552,Bubba Jenkins,"5' 7""",145 lbs.,,,2/5/1988 0:00,2.41,0.37,0.67,7.23,0.68,1,0,,,,
1553,Adrienna Jenkins,"5' 8""",145 lbs.,,,7/22/1981 0:00,0,0,0,0,0,0,0,,,,
1554,Kyle Jensen,"5' 9""",170 lbs.,,Orthodox,7/20/1979 0:00,0,0,0.6,6.92,1,0,6.9,,,,
1555,Chan-Mi Jeon,"5' 5""",115 lbs.,,Orthodox,8/28/1997 0:00,6.23,0.31,0.55,0,0,0,0,,,,
1556,Gilbert Jimenez,,155 lbs.,,,,0,0,0,0,0,0,0,,,,
1557,Carls John De Tomas,"5' 5""",125 lbs.,"71""",Southpaw,8/28/1996 0:00,1.74,0.37,0.44,1.37,0.33,0.66,0,,,,
1558,Sung Bin Jo,"6' 0""",145 lbs.,"72""",Orthodox,7/17/1992 0:00,1.4,0.33,0.51,1,0.33,0.83,1,,,,
1559,Brett Johns,"5' 7""",135 lbs.,"71""",Orthodox,2/21/1992 0:00,2.86,0.49,0.53,4.92,0.49,0.58,1,,,,
1560,Miles Johns,"5' 7""",135 lbs.,"66""",Orthodox,3/30/1994 0:00,3.33,0.48,0.68,1.21,0.3,0.87,0,,,,
1561,Travis Johnson,,205 lbs.,,,,0,0,0,0,0,0,0,,,,
1562,Devin Johnson,,,,,,0,0,0,0,0,0,0,,,,
1563,Tony Johnson,"6' 1""",265 lbs.,,,,2,0.53,0.31,2,0.22,0,0,,,,
1564,Ricky Johnson,"5' 8""",145 lbs.,,Orthodox,,1.83,0.25,0.36,0,0,0,0,,,,
1565,Marcus Jones,"6' 6""",265 lbs.,,Orthodox,8/15/1973 0:00,1.94,0.52,0.58,8.71,0.75,0,2.9,Big Baby,Heavyweight,"Tampa, Florida",United States
1566,Deshaun Johnson,,167 lbs.,,,,2.27,0.41,0.43,0,0,0,0,,,,
1567,Jordan Johnson,"6' 2""",205 lbs.,"79""",Orthodox,11/18/1988 0:00,3.45,0.47,0.53,3.25,0.42,1,1.2,,,,
1568,Taylor Johnson,"6' 0""",185 lbs.,"74""",Switch,11/9/1990 0:00,5.09,0.6,0.33,8.49,1,1,0,,,,
1569,Jose Johnson,"6' 0""",135 lbs.,"72""",Orthodox,5/25/1995 0:00,1,0.46,0.51,0,0,0.29,0,,,,
1570,Chad Johnson,"6' 2""",230 lbs.,"80""",Orthodox,7/22/1986 0:00,5.92,0.68,0.4,0,0,0,0,,,,
1571,Liana Jojua,"5' 4""",125 lbs.,"62""",Orthodox,3/22/1995 0:00,2.53,0.39,0.48,1.49,0.66,0.5,2.2,,,,
1572,Nathan Jones,"6' 11""",345 lbs.,,Orthodox,8/21/1970 0:00,0,0,0,0,0,0,0,,,,
1573,Tito Jones,"5' 8""",145 lbs.,,Southpaw,7/31/1981 0:00,0,0,0,0,0,0,0,,,,
1574,Carlton Jones,"6' 1""",225 lbs.,,Orthodox,,2.32,0.41,0.56,4.02,0.5,0.57,2.7,,,,
1575,Jesse Jones,"5' 9""",170 lbs.,,,,0,0,0,0,0,0,0,,,,
1576,Roy Jones,,205 lbs.,,,10/26/1983 0:00,0,0,0,0,0,0,0,,,,
1577,Ben Jones,,185 lbs.,,,,0,0,0,0,0,0,0,,,,
1578,Victor Jones,,145 lbs.,,,,0,0,0,0,0,0,0,,,,
1579,Chris Jones,"5' 9""",149 lbs.,,,11/16/1981 0:00,0,0,0,0,0,0,0,,,,
1580,Roshaun Jones,"5' 8""",135 lbs.,,,,0,0,0,0,0,0,0,,,,
1581,Antonio Jones,"5' 11""",185 lbs.,,Orthodox,4/12/1985 0:00,7.5,0.55,0.42,0,0,0,0,,,,
1582,Jamelle Jones,"6' 0""",205 lbs.,"75""",Orthodox,1/31/1988 0:00,1.78,0.8,0.65,0,0,0,0,,,,
1583,Trevin Jones,"5' 7""",140 lbs.,"70""",Southpaw,8/4/1990 0:00,3.84,0.61,0.35,1.17,0.2,0,0,,,,
1584,Mason Jones,"5' 10""",155 lbs.,,Orthodox,4/26/1995 0:00,7.8,0.37,0.47,1,0.25,0.66,0,,,,
1585,Gareth Joseph,,205 lbs.,,,,0,0,0,0,0,0,0,,,,
1586,Dwight Joseph,"5' 6""",135 lbs.,,Switch,8/16/1989 0:00,2.6,0.52,0.55,1,0.2,0.2,1,,,,
1587,Jeff Joslin,"6' 0""",170 lbs.,,Orthodox,4/30/1975 0:00,2.17,0.39,0.65,0.5,0.33,0.64,0.5,The Inferno,Welterweight,"Hamilton, Ontario",Canada
1588,Krzysztof Jotko,"6' 1""",185 lbs.,"77""",Southpaw,8/19/1989 0:00,2.98,0.45,0.58,1.27,0.35,0.87,0.1,,Middleweight,Orneta,Poland
1589,Alan Jouban,"6' 0""",170 lbs.,"73""",Southpaw,11/25/1981 0:00,5.67,0.5,0.6,0.51,0.44,0.58,0.3,Brahma,Welterweight,"Lafayette, Louisiana",United States
1590,Charles Jourdain,"5' 9""",145 lbs.,"69""",Switch,11/27/1995 0:00,4.79,0.45,0.61,0,0,0.47,0.7,,,,
1591,Mike Joy,"5' 6""",155 lbs.,,Southpaw,7/18/1985 0:00,0.57,0.33,0.47,0.78,0.33,0,2.3,,,,
1592,Dustin Joynson,"6' 6""",244 lbs.,"78""",Orthodox,10/14/1985 0:00,3.28,0.53,0.47,0,0,0,0,,,,
1593,Tony Juarez,,155 lbs.,,,,0.89,0.25,0.38,4.43,1,0.66,0,,,,
1594,Jesse Juarez,"6' 1""",170 lbs.,,Orthodox,5/8/1981 0:00,1.71,0.48,0.52,2.69,0.33,0.5,0,,,,
1595,Steve Judson,"5' 11""",230 lbs.,,Orthodox,,0,0,0,0,0,0,0,,Heavyweight,"Phoenix, Arizona",United States
1596,Bu-Kyung Jung,"5' 7""",154 lbs.,,Orthodox,5/26/1978 0:00,0.63,0.36,0.56,1.1,0.75,0,1.5,,,,
1597,Luke Jumeau,"5' 11""",170 lbs.,"72""",Orthodox,2/12/1988 0:00,2.93,0.43,0.58,0.25,1,0.86,0,,,,
1598,Young Sam Jung,"5' 8""",139 lbs.,,Orthodox,10/27/1985 0:00,0.53,0.09,0.63,0,0,0,2,,,,
1599,Chan Sung Jung,"5' 7""",145 lbs.,"72""",Orthodox,3/17/1987 0:00,4.15,0.41,0.56,0.62,0.41,0.75,0.5,The Korean Zombie,Featherweight,"Gyeongju, North Gyeongsang",South Korea
1600,Da-Un Jung,"6' 4""",205 lbs.,"78""",Orthodox,12/7/1993 0:00,5.06,0.43,0.55,0,0,0.83,0.5,,,,
1601,Scott Junk,"6' 1""",265 lbs.,,Orthodox,12/17/1978 0:00,5.13,0.6,0.45,0,0,0,0,Punk Haole,Heavyweight,"Kailua, Hawaii",United States
1602,Myles Jury,"5' 10""",145 lbs.,"73""",Orthodox,10/31/1988 0:00,2.94,0.42,0.66,2.16,0.55,0.5,0.3,Fury,Lightweight,"Hazel Park, Michigan",United States
1603,Cristiane Justino,"5' 8""",145 lbs.,"68""",Orthodox,7/9/1985 0:00,7.28,0.52,0.64,0.66,0.55,0.94,0.4,,,,
1604,Oron Kahlon,"5' 8""",145 lbs.,,,1/3/1981 0:00,0,0,0,0,0,0,0,,,,
1605,Patrick Kaase,"5' 9""",185 lbs.,,,,4.4,0.67,0.5,0,0,0.5,0,,,,
1606,Emily Kagan,"5' 3""",115 lbs.,,,7/14/1981 0:00,2.6,0.36,0.38,1.86,0.14,0.5,0,,Strawweight,"Albuquerque, New Mexico",United States
1607,Sirwan Kakai,"5' 5""",135 lbs.,,Orthodox,10/3/1989 0:00,3.57,0.41,0.62,4,0.42,0.83,0,Zohan,Bantamweight,Gothenburg,Sweden
1608,Bryson Kamaka,"5' 11""",170 lbs.,,Orthodox,,9.47,0.6,0,0,0,1,0,,,,
1609,Geza Kalman,"6' 1""",200 lbs.,,,,0,0,0,0,0,0,0,,N/A,,
1610,Kai Kamaka,"5' 7""",145 lbs.,"69""",Orthodox,1/5/1995 0:00,6.58,0.6,0.49,3.68,0.75,0.37,0.6,,,,
1611,Martin Kampmann,"6' 0""",170 lbs.,"72""",Orthodox,4/17/1982 0:00,3.22,0.42,0.62,1.86,0.41,0.78,2,Hitman,Welterweight,Aarhus,Denmark
1612,Masanori Kanehara,"5' 7""",135 lbs.,"67""",Orthodox,11/19/1982 0:00,1.88,0.49,0.62,1.44,0.5,0.63,0.9,,Bantamweight,"Tachikawa, Tokyo",Japan
1613,Hiromitsu Kanehara,"5' 10""",200 lbs.,,Orthodox,10/5/1970 0:00,0.76,0.22,0.4,0,0,0.4,0.4,,,,
1614,Ken Kaneko,"6' 0""",161 lbs.,,Orthodox,,0,0,0.42,0,0,0,3.5,,,,
1615,Kyung Ho Kang,"5' 9""",135 lbs.,"73""",Orthodox,9/9/1987 0:00,2.52,0.44,0.58,2.53,0.59,0.71,1.1,Mr. Perfect,Bantamweight,"Busan, Yeongnam",South Korea
1616,Bharat Kandare,"5' 7""",135 lbs.,"72""",Orthodox,6/20/1987 0:00,0.7,0.1,0.72,0,0,0,0,,,,
1617,Denis Kang,"5' 11""",185 lbs.,"77""",Orthodox,9/17/1977 0:00,2.27,0.35,0.67,2.51,0.65,0.38,1.2,,Middleweight,"Vancouver, British Columbia",Canada
1618,Manel Kape,"5' 5""",125 lbs.,"68""",Southpaw,11/14/1993 0:00,3.67,0.45,0.48,1,0.28,0.8,0,,,,
1619,David Kaplan,"5' 7""",155 lbs.,,Orthodox,11/16/1979 0:00,2.88,0.46,0.67,4.88,0.43,0,0.7,Diamond,Welterweight,"Las Vegas, Nevada",United States
1620,Yusuke Kasuya,"5' 7""",155 lbs.,,Southpaw,11/16/1989 0:00,2.17,0.44,0.48,1.36,0.33,0,0,,Lightweight,"Sagamihara, Kanagawa",Japan
1621,Georgi Karakhanyan,"5' 8""",145 lbs.,,,5/29/1985 0:00,4.49,0.39,0.54,1.41,0.5,0.33,1.9,,,,
1622,Tetsuji Kato,,155 lbs.,,Orthodox,,1.2,0.29,0.7,2,0.57,0.8,0.5,,,,
1623,Impa Kasanganay,"5' 11""",185 lbs.,"75""",Orthodox,1/17/1994 0:00,5.36,0.49,0.6,1.44,0.83,0.63,0,,,,
1624,Kai Kara-France,"5' 4""",125 lbs.,"69""",Orthodox,3/26/1993 0:00,5.02,0.39,0.66,0.53,0.23,0.86,0,,,,
1625,Alex Karalexis,"5' 8""",155 lbs.,"66""",Orthodox,9/20/1977 0:00,2.57,0.42,0.54,2.7,0.45,0.86,0.9,T-Rex,Welterweight,"Boston, Massachusetts",United States
1626,Nadia Kassem,"5' 5""",125 lbs.,"66""",Southpaw,11/15/1995 0:00,3.13,0.41,0.48,0.46,0.33,0.4,2.8,,,,
1627,Brad Katona,"5' 6""",135 lbs.,"64""",Orthodox,12/19/1991 0:00,3.33,0.51,0.57,1.25,0.22,0.47,0,,,,
1628,Hisaki Kato,"6' 0""",185 lbs.,,,9/17/1982 0:00,2.8,0.48,0.68,1.62,1,0,0,,,,
1629,Calvin Kattar,"5' 11""",145 lbs.,"72""",Orthodox,3/26/1988 0:00,5.07,0.42,0.5,0.37,0.3,0.89,0,,,,
1630,Canaan Kawaihae,"6' 0""",145 lbs.,,Southpaw,8/26/1997 0:00,2.33,0.72,0.34,0,0,1,0,,,,
1631,Sarah Kaufman,"5' 5""",135 lbs.,"66""",Orthodox,9/20/1985 0:00,6.65,0.46,0.62,0.38,0.57,0.81,0,,Bantamweight,"Victoria, British Columbia",Canada
1632,Ryo Kawamura,"5' 11""",205 lbs.,,Orthodox,6/29/1981 0:00,0.6,0.16,0.39,0,0,0.06,0,,,,
1633,Yusuke Kawaguchi,"6' 0""",255 lbs.,,,8/14/1980 0:00,2.87,0.47,0.5,0,0,0.72,0,,,,
1634,Tatsuya Kawajiri,"5' 7""",145 lbs.,"69""",Orthodox,5/8/1978 0:00,2.04,0.44,0.5,3.63,0.48,0.63,1.1,Crusher,Featherweight,"Inashiki, Ibaraki",Japan
1635,Doug Kay,,,,,,0,0,0,0,0,0,0,,,,
1636,Ryan Keenan,"5' 10""",170 lbs.,,,6/15/1985 0:00,0,0,0,0,0,0,0,,,,
1637,Julie Kedzie,"5' 5""",135 lbs.,,Orthodox,3/18/1981 0:00,2.9,0.36,0.46,1.14,0.23,0.78,0,Fireball,Bantamweight,"Bloomington, Indiana",United States
1638,CJ Keith,"6' 0""",155 lbs.,,Orthodox,8/9/1986 0:00,0.86,0.5,0.5,0,0,0.62,0,,,,
1639,Brian Kelleher,"5' 6""",145 lbs.,"66""",Switch,8/19/1986 0:00,3.92,0.39,0.53,1,0.25,0.59,0.7,,,,
1640,Mayana Kellem,"5' 5""",135 lbs.,,Orthodox,7/7/1981 0:00,1.94,0.22,0.62,0,0,0,0,,,,
1641,Chris Kelades,"5' 7""",125 lbs.,"68""",Orthodox,2/21/1981 0:00,2.4,0.43,0.48,1.04,0.18,0.53,0.3,The Greek Assassin,Flyweight,"Cole Harbour, Nova Scotia",Canada
1642,John Kelly,"5' 9""",170 lbs.,,,8/2/1978 0:00,0,0,0,0,0,0,0,,,,
1643,Waylon Kennell,"6' 0""",185 lbs.,,,,0,0,0,0,0,0,0,,,,
1644,Jeremy Kennedy,"5' 11""",145 lbs.,"71""",Orthodox,9/16/1992 0:00,2.22,0.46,0.47,5.73,0.52,0.66,0,,,,
1645,Tony Kelley,"5' 9""",135 lbs.,"70""",Switch,1/21/1987 0:00,4.57,0.47,0.43,0,0,0.5,2,,,,
1646,Daniel Kelly,"6' 0""",185 lbs.,"70""",Southpaw,10/31/1977 0:00,3.62,0.38,0.61,1.86,0.34,0.78,0.3,,Middleweight,"Melbourne, Victoria",Australia
1647,Paul Kelly,"5' 9""",155 lbs.,"70""",Orthodox,9/12/1984 0:00,3.22,0.37,0.59,1.34,0.6,0.3,1.5,Tellys,Welterweight,Liverpool,England
1648,Steve Kennedy,"5' 11""",170 lbs.,,Orthodox,3/7/1983 0:00,2.28,0.35,0.45,2.51,0.33,0,0,The Steamrolla,Welterweight,"Perth, Western Australia",Australia
1649,Tim Kennedy,"5' 11""",185 lbs.,"74""",Orthodox,9/1/1979 0:00,2.78,0.47,0.62,2.58,0.35,0.7,0.7,,Middleweight,"Fort Bragg, North Carolina",United States
1650,Aurelijus Kerpe,,,,Orthodox,,1.26,0.16,0.31,0,0,0,0,,,,
1651,Ron Keslar,,185 lbs.,,,,0,0,0.6,0,0,1,7.7,,,,
1652,Casey Kenney,"5' 7""",140 lbs.,"68""",Southpaw,3/20/1991 0:00,4.81,0.42,0.59,1.1,0.39,0.59,0.5,,,,
1653,Will Kerr,"5' 10""",155 lbs.,"69""",Orthodox,10/21/1982 0:00,1.91,0.42,0.33,0,0,0,14.3,,,,
1654,Sergey Khandozhko,"6' 1""",170 lbs.,"74""",Orthodox,5/19/1992 0:00,2.83,0.42,0.6,0.5,0.16,0.64,0,,,,
1655,Rustam Khabilov,"5' 8""",155 lbs.,"73""",Orthodox,11/4/1986 0:00,1.98,0.34,0.65,3.95,0.41,0.61,0.1,Tiger,Lightweight,"Makhachkala, Republic of Dagestan",Russia
1656,Adam Khaliev,"6' 0""",170 lbs.,,Orthodox,4/16/1984 0:00,0,0,0,0,0,0,0,,,,
1657,Mark Kerr,"6' 3""",266 lbs.,,Switch,12/21/1968 0:00,0.28,0.41,0.28,2.92,0.77,0,0.4,The Smashing Machine,Heavyweight,"Phoenix, Arizona",United States
1658,Sergei Kharitonov,"6' 0""",245 lbs.,,Orthodox,8/18/1980 0:00,3.9,0.44,0.54,1.16,0.53,0.7,1,,,,
1659,Alfred Khashakyan,"5' 8""",135 lbs.,"70""",Orthodox,7/17/1988 0:00,6.14,0.42,0.4,3.54,0.25,0,0,,,,
1660,Akira Kikuchi,"5' 8""",155 lbs.,,Orthodox,7/23/1978 0:00,3.67,0.56,0.14,2,0.4,1,0,,,,
1661,Sanae Kikuta,"5' 9""",200 lbs.,,Orthodox,9/10/1971 0:00,0.7,0.45,0.52,1.6,0.63,0.25,1.8,,Light Heavyweight,Tokyo,Japan
1662,Aliaskhab Khizriev,"5' 9""",185 lbs.,"74""",Southpaw,8/24/1990 0:00,6,0.83,0.66,18,0.5,0,18,,,,
1663,Katsunori Kikuno,"5' 8""",145 lbs.,"66""",Orthodox,10/31/1981 0:00,2.64,0.4,0.61,1.88,0.75,0.76,0.8,,Featherweight,Kagoshima,Japan
1664,Jacob Kilburn,"5' 9""",145 lbs.,"72""",Orthodox,6/28/1995 0:00,2.56,0.33,0.35,0.51,0.05,0.2,0.5,,,,
1665,Pannie Kianzad,"5' 7""",135 lbs.,"66""",Orthodox,12/8/1991 0:00,5.14,0.49,0.57,0.22,0.14,0.83,0.2,,,,
1666,Jin Oh Kim,"5' 9""",205 lbs.,,Orthodox,,5.06,0.25,0.5,0,0,0.66,0,,,,
1667,Dae Won Kim,"5' 11""",180 lbs.,,Orthodox,,1.75,0.32,0.36,3.43,0.42,0,0,,,,
1668,Jong Man Kim,"5' 7""",139 lbs.,,Orthodox,3/3/1978 0:00,1.33,0.21,0.6,0,0,0,0,,,,
1669,Jong Won Kim,"5' 7""",139 lbs.,,Orthodox,,0.84,0.15,0.63,2.81,1,0,0,,,,
1670,Jong Wang Kim,"6' 1""",240 lbs.,,,,0,0,0,0,0,0,0,,,,
1671,Dong Hyun Kim,"6' 2""",170 lbs.,"76""",Southpaw,11/17/1981 0:00,2.12,0.49,0.58,2.93,0.43,0.71,0.6,Stun Gun,Welterweight,"Busan, Yeongnam",South Korea
1672,Min Soo Kim,"6' 1""",255 lbs.,,Southpaw,1/22/1975 0:00,0.87,1,0.2,0,0,0,0,,,,
1673,Ji Yeon Kim,"5' 7""",125 lbs.,"72""",Orthodox,10/18/1989 0:00,4.5,0.34,0.57,0,0,0.42,0,,,,
1674,Jeremy Kimball,"6' 0""",205 lbs.,"72""",Switch,1/3/1991 0:00,2.81,0.46,0.49,1.41,0.2,0.5,0,,,,
1675,Dustin Kimura,"5' 7""",135 lbs.,"71""",Orthodox,5/21/1989 0:00,1.33,0.21,0.51,0.93,0.37,0.5,2.2,The Diamond,Bantamweight,"Honolulu, Hawaii",United States
1676,Mike King,"6' 3""",185 lbs.,,,8/4/1983 0:00,4.44,0.58,0.72,1.75,0.25,0.4,3.5,,Middleweight,"Perrysburg, Ohio",United States
1677,Taiei Kin,"5' 11""",185 lbs.,,Orthodox,7/8/1970 0:00,2.71,0.6,0.52,0,0,0.55,0,,,,
1678,Rob Kimmons,"5' 10""",185 lbs.,"73""",Orthodox,1/30/1981 0:00,1.86,0.48,0.38,2.08,0.46,0.25,2.4,The Rosedale Reaper,Welterweight,"Liberty, Missouri",United States
1679,Kamuela Kirk,"5' 10""",145 lbs.,"75""",Switch,4/13/1994 0:00,5.31,0.57,0.21,2.89,0.4,1,0,,,,
1680,Kyle Kingsbury,"6' 4""",205 lbs.,"79""",Orthodox,3/22/1982 0:00,2.97,0.4,0.51,2.64,0.41,0.52,0,Kingsbu,Light Heavyweight,"San Jose, California",United States
1681,Yurij Kiseliov,"5' 8""",185 lbs.,,Orthodox,,4.88,0.87,0,0,0,0.5,0,,,,
1682,Justine Kish,"5' 5""",125 lbs.,"64""",Orthodox,4/13/1988 0:00,4.65,0.48,0.59,1.01,0.35,0.55,0.2,,Strawweight,"Cramerton, North Carolina",United States
1683,Ludovit Klein,"5' 7""",155 lbs.,"72""",Southpaw,2/22/1995 0:00,7.11,0.69,0.42,0,0,0,0,,,,
1684,Koji Kitao,"6' 7""",350 lbs.,,Southpaw,10/12/1963 0:00,0,0,0,0,0,0,0,Mitsuharu,Super Heavyweight,"Tsu, Mie",Japan
1685,Satoru Kitaoka,"5' 6""",154 lbs.,,,2/4/1980 0:00,0.68,0.33,0.45,0.62,0.1,0.27,2.1,,,,
1686,Seth Kleinbeck,"6' 2""",185 lbs.,,,7/25/1973 0:00,2.55,0.33,0.4,0.98,0.25,0.9,0,,,,
1687,Michael Knaap,"6' 2""",220 lbs.,,Orthodox,2/27/1984 0:00,0,0,0,0,0,0,0,,,,
1688,Stefan Klever,,185 lbs.,,Orthodox,,0.82,0.5,0.58,0,0,0,0,,,,
1689,Drakkar Klose,"5' 9""",155 lbs.,"70""",Orthodox,3/9/1988 0:00,3.89,0.53,0.53,1.56,0.3,0.68,0,,,,
1690,Kevin Knabjian,"5' 10""",170 lbs.,,Orthodox,7/5/1984 0:00,0,0,0.22,0,0,1,0,,,,
1691,Isao Kobayashi,"5' 8""",145 lbs.,,,10/28/1988 0:00,1.01,0.33,0.45,2.17,1,1,0,,,,
1692,Kelly Kobold,"5' 6""",135 lbs.,,Orthodox,2/25/1983 0:00,2.33,0.21,0.59,1.67,0.11,0,0,,,,
1693,William Knight,"5' 10""",205 lbs.,"73""",Orthodox,4/3/1988 0:00,4.69,0.76,0.33,3.76,0.66,0.63,0.5,,,,
1694,Jason Knight,"5' 10""",145 lbs.,"71""",Orthodox,7/14/1992 0:00,2.95,0.33,0.51,1.31,0.31,0.47,1.7,The Kid,Featherweight,Mississippi,United States
1695,Sokun Koh,"6' 1""",205 lbs.,,,,0,0,0,0,0,0,0,,,,
1696,Shingo Kohara,"5' 6""",135 lbs.,,,,0,0,0,0,0,0,0,,,,
1697,Erik Koch,"5' 10""",170 lbs.,"71""",Southpaw,10/4/1988 0:00,2.33,0.42,0.47,1.02,0.42,0.81,1,New Breed,Featherweight,"Cedar Rapids, Iowa",United States
1698,Brad Kohler,"5' 9""",220 lbs.,,Orthodox,5/26/1964 0:00,0,0,0,0,0,0,0,,Heavyweight,"Bloomington, Minnesota",United States
1699,John Kolosci,"5' 11""",185 lbs.,,Orthodox,11/26/1974 0:00,0.21,0.2,0.5,0,0,0,0,,Lightweight,"Portage, Indiana",United States
1700,Tsuyoshi Kohsaka,"5' 11""",225 lbs.,,Orthodox,3/6/1970 0:00,1.88,0.38,0.54,1.32,0.2,0.33,0.4,,,,
1701,Charlie Kohler,"5' 9""",155 lbs.,,Orthodox,7/16/1976 0:00,0.81,0.33,0.46,0,0,0,4,,,,
1702,Syuri Kondo,"5' 4""",115 lbs.,"66""",Orthodox,2/8/1989 0:00,5.4,0.44,0.58,0,0,0.83,0.3,,,,
1703,Yuki Kondo,"5' 11""",183 lbs.,,Southpaw,7/17/1975 0:00,1.14,0.42,0.51,0.76,0.41,0.37,0.5,Sora,Welterweight,"Nagaoka, Niigata",Japan
1704,Andrei Kopylov,"6' 2""",265 lbs.,,Orthodox,7/16/1965 0:00,0.33,0.66,0.4,0,0,0,0,,,,
1705,Cheick Kongo,"6' 4""",240 lbs.,"82""",Orthodox,5/17/1975 0:00,3.33,0.56,0.54,2.3,0.56,0.52,0.2,,Heavyweight,Paris,France
1706,Roman Kopylov,"6' 0""",185 lbs.,"75""",Southpaw,5/4/1991 0:00,2.64,0.38,0.63,0,0,0.66,0,,,,
1707,Andrey Koreshkov,"6' 0""",170 lbs.,,,8/23/1990 0:00,2.84,0.39,0.63,4.8,0.53,0,0,,,,
1708,Matt Kovacs,"6' 0""",244 lbs.,,Orthodox,,1.47,0.22,0.44,1,0.25,0,0,,,,
