829,Jimmy Crute,"6' 2""",205 lbs.,"74""",Orthodox,3/4/1996 0:00,4.36,0.57,0.54,4.33,0.75,0.6,2.4,,,,
830,Brock Jardine,"5' 11""",170 lbs.,,Orthodox,7/10/1985 0:00,1.06,0.3,0.56,0,0,0.14,0.8,The Machine,Welterweight,"Orem, Utah",United States
831,Aalon Cruz,"6' 0""",145 lbs.,"78""",Switch,9/20/1989 0:00,7.58,0.39,0.58,0,0,0,0,,,,
832,Jason Day,"6' 0""",185 lbs.,"72""",Orthodox,5/19/1981 0:00,3.61,0.54,0.47,1.13,1,0,0,Dooms,Middleweight,"Lethbridge, Alberta",Canada
833,Jay Cucciniello,"5' 7""",155 lbs.,,Orthodox,7/23/1986 0:00,0.93,0.21,0.36,0,0,0.71,0,,,,
834,Chris Culley,,145 lbs.,,,3/25/1986 0:00,0,0,0,0,0,0,0,,,,
835,Abel Cullum,"5' 7""",139 lbs.,,Orthodox,4/21/1987 0:00,1.82,0.4,0.46,4.01,0.52,0,2.8,,,,
836,Everett Cummings,,205 lbs.,,,,0.43,0.6,0.45,0,0,0,2.2,,,,
837,Tommy Hayden,"5' 9""",145 lbs.,,Southpaw,3/11/1986 0:00,1.48,0.27,0.55,3.42,0.33,0.66,0,Wild Card,Featherweight,"Cincinnati, Ohio",United States
838,Luke Cummo,"6' 0""",170 lbs.,"74""",Orthodox,4/27/1980 0:00,1.74,0.43,0.59,0.89,0.55,0.42,1.4,,Welterweight,"New Hyde Park, New York",United States
839,Alton Cunningham,"6' 2""",205 lbs.,"77""",Orthodox,6/24/1993 0:00,3.33,0.75,0.2,1.67,0.1,1,0,,,,
840,Allen Crowder,"6' 3""",245 lbs.,"76""",Orthodox,11/8/1989 0:00,2.95,0.51,0.56,1.85,0.33,1,1.2,,,,
841,Josh Culibao,"5' 10""",155 lbs.,"73""",Orthodox,5/24/1994 0:00,2.52,0.38,0.48,0,0,1,0,,,,
842,Larry Cureton,"6' 2""",240 lbs.,,Orthodox,,0,0,0,0,0,0,0,,Heavyweight,"Jersey City, New Jersey",United States
843,Kailin Curran,"5' 4""",115 lbs.,"65""",Orthodox,4/11/1991 0:00,3.89,0.43,0.53,2,0.57,0.61,0.6,,Strawweight,"Ewa Beach, Hawaii",United States
844,Alex Garcia,"5' 9""",170 lbs.,"72""",Orthodox,7/14/1987 0:00,1.81,0.31,0.59,3.72,0.52,0.66,0.1,The Dominican Nightmare,Welterweight,"Montreal, Quebec",Canada
845,Chris Curtis,"5' 10""",170 lbs.,,Orthodox,7/15/1987 0:00,7.23,0.7,0.6,0,0,0,0,,,,
846,Pat Curran,"5' 9""",145 lbs.,,,8/31/1987 0:00,4.7,0.58,0.63,2.5,0.62,0.66,0,,,,
847,Ion Cutelaba,"6' 1""",205 lbs.,"75""",Southpaw,12/14/1993 0:00,5.1,0.39,0.48,2.41,0.71,0.8,0,,,,
848,Reuben Duran,"5' 7""",135 lbs.,"71""",Orthodox,7/2/1983 0:00,3.19,0.49,0.5,0.98,0.23,0.25,0.7,Hurricane,Bantamweight,"Redlands, California",United States
849,Marcos da Matta,"5' 4""",145 lbs.,,,3/18/1973 0:00,0,0,0,0,0,0,0,,,,
850,Gleidson Cutis,"5' 9""",155 lbs.,,Orthodox,2/7/1989 0:00,2.99,0.52,0.59,0,0,0,0,,,,
851,Henrique da Silva,"6' 3""",205 lbs.,"76""",Orthodox,9/1/1989 0:00,3.89,0.6,0.4,0.25,0.14,0.22,0.2,,,,
852,Sarah D'alelio,"5' 7""",145 lbs.,,,12/13/1980 0:00,2.4,0.33,1,0,0,1,0,,,,
853,Alex Da Silva,"5' 8""",155 lbs.,"73""",Orthodox,2/4/1996 0:00,2.07,0.46,0.55,2.75,0.43,0.77,0.4,,,,
854,Zak Cummings,"6' 0""",185 lbs.,"75""",Southpaw,8/2/1984 0:00,2.58,0.32,0.55,0.68,0.28,0.65,0.7,,Welterweight,"Springfield, Missouri",United States
855,Henrique Da Silva Lopes,"6' 3""",240 lbs.,,,3/8/1985 0:00,0,0,0,0,0,0,0,,,,
856,Dave Dalgliesh,"6' 2""",205 lbs.,,Orthodox,4/5/1978 0:00,0,0,0.5,0,0,0,0,,,,
857,Richard Dalton,"6' 1""",205 lbs.,,Orthodox,,1.2,0.69,0.25,1,0.11,0,0,,,,
858,Marko Damiani,"6' 0""",170 lbs.,,,,0,0,0,0,0,0,0,,,,
859,Carina Damm,"5' 4""",135 lbs.,,,,0,0,0,0,0,0,0,,,,
860,Rodrigo Damm,"5' 7""",155 lbs.,"71""",Orthodox,2/3/1980 0:00,3.5,0.36,0.57,0.44,0.16,0.8,0.3,,Featherweight,"Sao Paulo, Sao Paulo",Brazil
861,Tim Gorman,"5' 5""",135 lbs.,,Southpaw,4/29/1983 0:00,2.73,0.31,0.46,1,0.09,0.33,0,The Psycho,Bantamweight,"Des Moines, Iowa",United States
862,Cindy Dandois,"5' 7""",135 lbs.,,Orthodox,10/26/1984 0:00,3.13,0.32,0.58,5,0.55,0,0,,,,
863,Yves Jabouin,"5' 7""",135 lbs.,"68""",Orthodox,5/30/1979 0:00,3.06,0.41,0.62,1.94,0.6,0.82,0.1,Tiger,Bantamweight,"Montreal, Quebec",Canada
864,Marques Daniels,,155 lbs.,,,,0,0,0,0,0,0,0,,,,
865,Jarjis Danho,"6' 3""",265 lbs.,"74""",Orthodox,10/15/1983 0:00,3.39,0.48,0.47,0.57,0.2,1,0,,,,
866,Alexandre Dantas,"6' 2""",238 lbs.,,Orthodox,3/1/1979 0:00,0.21,0.25,0.6,0,0,0,3.1,Cafe,Heavyweight,Rio de Janeiro,Brazil
867,Raymond Daniels,"6' 2""",185 lbs.,,Southpaw,,0,0,0.38,0,0,0.33,3,,,,
868,Mac Danzig,"5' 8""",155 lbs.,"70""",Orthodox,1/2/1980 0:00,3.39,0.48,0.57,1.2,0.37,0.46,0.6,,Lightweight,"Los Angeles, California",United States
869,Eduardo Dantas,"5' 10""",135 lbs.,,,2/3/1989 0:00,3.33,0.6,0.6,4,0.23,1,0,,,,
870,Karen Darabedyan,"5' 7""",155 lbs.,"68""",Orthodox,12/18/1986 0:00,3.43,0.51,0.67,2.14,0.75,0,0,,,,
871,Beneil Dariush,"5' 10""",155 lbs.,"72""",Southpaw,5/6/1989 0:00,4,0.49,0.59,2.03,0.32,0.81,1,,Lightweight,"Yorba Linda, California",United States
872,Sean Daugherty,"6' 0""",175 lbs.,,,12/4/1975 0:00,0,0,0,0,0,0,0,,Light Heavyweight,"Akron, Ohio",United States
873,Kyle Daukaus,"6' 3""",185 lbs.,"76""",Southpaw,2/27/1993 0:00,3.69,0.59,0.42,2.33,0.41,0.94,1.7,,,,
874,Chris Daukaus,"6' 3""",250 lbs.,"76""",Orthodox,9/25/1989 0:00,11.78,0.61,0.65,0,0,1,0,,,,
875,Cole Escovedo,"5' 7""",135 lbs.,"72""",Orthodox,8/30/1981 0:00,1.77,0.43,0.49,0.43,0.33,0.13,0,Apache Kid,Bantamweight,"Fresno, California",United States
876,Brian Davidson,"5' 6""",145 lbs.,,,,0,0,0,0,0,0,0,,,,
877,Rick Davis,"5' 9""",155 lbs.,,Orthodox,,3.09,0.5,0.64,0,0,0,0,,Lightweight,"Las Vegas, Nevada",USA
878,Marcus Davis,"5' 10""",170 lbs.,"70""",Southpaw,8/24/1973 0:00,2.72,0.39,0.65,1.6,0.48,0.47,1.4,The Irish Hand Grenade,Welterweight,"Bangor, Maine",United States
879,LC Davis,"5' 8""",135 lbs.,"69""",Southpaw,10/28/1980 0:00,2.04,0.3,0.59,2.27,0.46,0.66,0.2,,,,
880,Willamy Freire,"5' 8""",155 lbs.,,,7/28/1987 0:00,1.53,0.37,0.62,0.5,1,0.73,0,Chiquerim,Lightweight,"Fortaleza, Ceara",Brazil
881,Mike Davis,"6' 0""",145 lbs.,"72""",Orthodox,10/7/1992 0:00,6.24,0.53,0.57,1.39,0.33,0.69,0,,,,
882,Delson Heleno,"5' 11""",185 lbs.,,Orthodox,11/16/1977 0:00,0.69,0.75,0.19,0,0,0,0,Pe de Chumbo,Welterweight,"Teresopolis, Rio de Janeiro",Brazil
883,Lemont Davis,"5' 8""",170 lbs.,,Orthodox,,0.87,0.54,0.55,1,0.5,0,1,,,,
884,Nick Denis,"5' 7""",135 lbs.,,Orthodox,10/11/1983 0:00,6.54,0.53,0.36,2.8,1,0.8,0,The Ninja of Love,Bantamweight,"Ottawa, Ontario",Canada
885,Justin Davis,"5' 11""",205 lbs.,,,4/1/1983 0:00,0,0,0,0,0,0,0,,,,
886,Danny Davis,"6' 2""",170 lbs.,,,7/28/1982 0:00,0,0,0,0,0,0,0,,,,
887,Hakeem Dawodu,"5' 8""",145 lbs.,"73""",Orthodox,7/2/1991 0:00,5.15,0.47,0.63,0,0,0.85,0,,,,
888,Brandon Davis,"5' 10""",135 lbs.,"72""",Orthodox,5/8/1990 0:00,4.65,0.35,0.6,0.71,0.45,0.56,0.1,,,,
889,Maiquel Falcao,"5' 11""",185 lbs.,,Orthodox,3/8/1981 0:00,1.67,0.55,0.86,1,1,0.71,3,Big Rig,Middleweight,"Pelotas, Rio Grande do Sul",Brazil
890,Maiquel Falcao,"5' 11""",185 lbs.,,Orthodox,3/8/1981 0:00,1.67,0.55,0.86,1,1,0.71,3,Big Rig,Middleweight,"Pelotas, Rio Grande do Sul",Brazil
891,Grant Dawson,"5' 10""",145 lbs.,"72""",Switch,2/20/1994 0:00,3.4,0.48,0.51,3.44,0.34,0.4,1.6,,,,
892,Martin Day,"5' 10""",145 lbs.,"73""",Orthodox,11/10/1988 0:00,3.97,0.45,0.53,0.72,0.6,0.65,0.5,,,,
893,Angel De Anda,"5' 9""",225 lbs.,,Orthodox,5/28/1985 0:00,5.68,0.46,0.47,0,0,0,0,,,,
894,Yorgan De Castro,"6' 0""",250 lbs.,"74""",Orthodox,12/19/1986 0:00,2.61,0.44,0.55,0,0,0.75,0,,,,
895,Geraldo de Freitas,"5' 7""",135 lbs.,"72""",Orthodox,9/30/1991 0:00,3.67,0.52,0.5,3,0.45,0.59,0,,,,
896,Philip De Fries,"6' 5""",250 lbs.,"79""",Orthodox,4/21/1986 0:00,2.3,0.47,0.37,3.29,0.42,1,0.6,,Heavyweight,"Sunderland, Tyne and Wear",England
897,Chris de la Rocha,"6' 3""",250 lbs.,"80""",Orthodox,5/15/1979 0:00,4.08,0.45,0.43,2.02,0.3,0.33,1,,Heavyweight,"Washougal, Washington",United States
898,Cody Donovan,"6' 3""",205 lbs.,"74""",Orthodox,2/20/1981 0:00,5.61,0.59,0.45,1.67,0.28,0,1.7,Donnybrook,Light Heavyweight,"Denver, Colorado",United States
899,Montana De La Rosa,"5' 7""",125 lbs.,"68""",Orthodox,2/14/1995 0:00,2.85,0.36,0.45,2.14,0.28,0.57,1.2,,,,
900,Mark De La Rosa,"5' 6""",135 lbs.,"65""",Orthodox,8/31/1994 0:00,3.13,0.35,0.48,0.54,0.13,0.4,0.2,,,,
901,Rodrigo de Lima,"5' 7""",155 lbs.,,Orthodox,3/12/1991 0:00,1.29,0.33,0.32,2.66,0.36,0,1.3,,,,
902,Ricardo Funch,"5' 10""",170 lbs.,"74""",Southpaw,8/14/1980 0:00,2.61,0.65,0.4,1.24,0.18,0.6,0,Golden Boy,Welterweight,"Ludlow, Massachusetts",United States
903,Edilberto de Oliveira,"6' 0""",170 lbs.,,Orthodox,11/22/1982 0:00,4.12,0.32,0.61,0,0,0,0,Crocota,Welterweight,"Campo Formoso, Bahia",Brazil
904,Maria De Oliveira Neta,"5' 5""",115 lbs.,,Orthodox,12/12/1996 0:00,2.62,0.42,0.23,0,0,0,0,,,,
905,Jorge de Oliveira,"5' 8""",155 lbs.,,Orthodox,1/22/1980 0:00,1.26,0.31,0.48,0,0,0.22,0,,,,
906,Isabela de Padua,"5' 3""",125 lbs.,"64""",Orthodox,9/4/1991 0:00,1,0.35,0.5,2,0.66,0,1,,,,
907,Germaine de Randamie,"5' 9""",135 lbs.,"71""",Orthodox,4/24/1984 0:00,2.72,0.46,0.65,0,0,0.69,0.4,The Iron Lady,Bantamweight,"Utrecht, Utrecht",Netherlands
908,Gloria de Paula,"5' 5""",115 lbs.,"67""",Orthodox,6/10/1995 0:00,3.33,0.54,0.7,0,0,0.71,1,,,,
909,Tom DeBlass,"6' 0""",185 lbs.,,Orthodox,5/14/1982 0:00,1.5,0.35,0.37,1,0.5,0.28,0.5,,N/A,,
910,Crezio de Souza,,170 lbs.,,Orthodox,,0,0,0,0,0,0,0,,,,
911,Issac DeJesus,,145 lbs.,,,,0,0,0,0,0,0,0,,,,
912,Johil de Oliveira,"5' 6""",170 lbs.,,Orthodox,,0.51,0.34,0.58,1.1,0.5,0.44,0.6,,,,
913,Rafael  Del Real,"5' 11""",225 lbs.,,,,5.58,0.4,0,20.93,1,1,0,,,,
914,Humberto DeLeon,,135 lbs.,,,11/12/1989 0:00,0,0,0,0,0,0,0,,,,
915,Israel Delgado,"5' 10""",155 lbs.,,,,0,0,0,0,0,0,0,,,,
916,Rolando Delgado,"6' 3""",155 lbs.,"77""",Orthodox,11/22/1981 0:00,1.56,0.4,0.62,1.17,0.22,0,3.5,,,,
917,Andy Enz,"6' 3""",185 lbs.,"78""",Orthodox,8/15/1991 0:00,3.51,0.23,0.57,0,0,0.58,0,Tank Mode,Middleweight,"Anchorage, Alaska",United States
918,Ante Delija,"6' 4""",245 lbs.,,Orthodox,8/7/1990 0:00,0,0,0,0,0,0,0,,,,
919,Jon Delos Reyes,"5' 6""",125 lbs.,"67""",Orthodox,8/19/1987 0:00,2.99,0.38,0.51,3.2,0.83,0.55,1.9,,,,
920,Roland Delorme,"5' 9""",135 lbs.,"71""",Orthodox,12/18/1983 0:00,2.28,0.44,0.4,2.51,0.34,0.42,1.6,Stunning,Bantamweight,"Winnipeg, Manitoba",Canada
921,Marcelo Guimaraes,"6' 0""",185 lbs.,"73""",Orthodox,6/25/1983 0:00,4.67,0.51,0.62,1.99,0.13,0,0,Magrao,Middleweight,"Itapemirim, Espirito Santo",Brazil
922,Jason DeLucia,"5' 11""",190 lbs.,,Southpaw,7/24/1969 0:00,0,0,0,0,0,0,0,,Light Heavyweight,"Bellingham, Massachusets",United States
923,Vanessa Demopoulos,"5' 2""",115 lbs.,"59""",Orthodox,9/22/1988 0:00,1.6,0.41,0.5,0,0,0,2,,,,
924,Justin DeMoney,,170 lbs.,,,7/1/1985 0:00,0,0,0,0,0,0,0,,,,
925,Dashon Johnson,"5' 7""",145 lbs.,,Orthodox,1/25/1988 0:00,1.01,0.69,0.35,0.85,0.33,0.63,0.8,Fly Boy,Lightweight,"Escondido, California",United States
926,Chris Dempsey,"5' 10""",185 lbs.,"72""",Orthodox,9/8/1987 0:00,2.25,0.32,0.65,2.64,0.23,0.16,0,,Light Heavyweight,"Johnstown, Pennsylvania",United States
927,Thomas Denny,"5' 10""",170 lbs.,,Orthodox,4/19/1971 0:00,2.36,0.45,0.4,1.48,0.17,0.42,1.5,,,,
928,Robert Densley,"5' 9""",155 lbs.,,,,1.81,0.47,0.6,0,0,0.5,0,,,,
929,Cody Gibson,"5' 10""",135 lbs.,"71""",Orthodox,9/11/1987 0:00,2.47,0.31,0.63,1.85,0.38,0.58,0.4,The Renegade,Bantamweight,"Visalia, California",United States
930,Shane del Rosario,"6' 4""",250 lbs.,,Southpaw,9/23/1983 0:00,3.93,0.6,0.54,1.2,0.4,0.16,2.4,,Heavyweight,"Irvine, California",United States
931,Booker DeRousse,"6' 2""",205 lbs.,,,3/23/1981 0:00,0,0,0,0,0,0,0,,,,
932,Mackenzie Dern,"5' 4""",115 lbs.,"63""",Orthodox,3/24/1993 0:00,3.74,0.38,0.61,0.28,0.05,0,2.2,,,,
933,Cory Devela,"5' 0""",185 lbs.,,Orthodox,,4.07,0.41,0.47,1.07,0.12,0.62,0,,,,
934,Alessio Di Chirico,"6' 0""",185 lbs.,"74""",Orthodox,12/12/1989 0:00,3.3,0.41,0.62,1.62,0.45,0.83,0,,,,
935,John Devine,,,,,,1.52,0.18,0.57,0,0,0,0,,,,
936,Micol Di Segni,"5' 3""",115 lbs.,"60""",Orthodox,12/29/1987 0:00,7.47,0.4,0.33,0,0,0.37,0,,,,
937,Davey Grant,"5' 8""",135 lbs.,"69""",Orthodox,12/18/1985 0:00,3.93,0.47,0.63,2.3,0.45,0.66,0.2,Dangerous,Bantamweight,Bishop Auckland,England
938,Cyrille Diabate,"6' 6""",205 lbs.,"81""",Southpaw,10/6/1973 0:00,4.06,0.71,0.6,1.17,0.83,0.53,0.2,Snake,Light Heavyweight,"Le Celle St. Clous, Haut de Seine",France
939,Edwin DeWees,"6' 1""",185 lbs.,,Orthodox,8/7/1982 0:00,1.53,0.33,0.39,2.18,0.66,0,3.3,,,,
940,Tyler Diamond,"5' 7""",145 lbs.,"69""",Orthodox,3/18/1991 0:00,3.4,0.47,0.44,3,0.75,0.7,0,,,,
941,Thomas Diagne,"6' 1""",154 lbs.,,,9/3/1983 0:00,4.53,0.48,0.63,2,1,0.66,0,,,,
942,Eldo Xavier Dias,"5' 11""",180 lbs.,,,7/16/1964 0:00,0,0,0,0,0,0,0,,,,
943,Rafael Dias,"5' 9""",145 lbs.,,Orthodox,10/20/1979 0:00,1.13,0.27,0.6,3.17,0.47,1,1.2,,,,
944,Marc Diakiese,"5' 10""",155 lbs.,"73""",Orthodox,3/16/1993 0:00,3.08,0.39,0.54,2.16,0.36,0.62,0,,,,
945,Nick Diaz,"6' 1""",185 lbs.,"76""",Southpaw,8/2/1983 0:00,5.43,0.42,0.61,1.32,0.33,0.6,1,,Welterweight,"Stockton, California",United States
946,Nate Diaz,"6' 0""",170 lbs.,"76""",Southpaw,4/16/1985 0:00,4.62,0.45,0.53,1.19,0.3,0.42,1.4,,Lightweight,"Stockton, California",United States
947,Nate Diaz,"6' 0""",170 lbs.,"76""",Southpaw,4/16/1985 0:00,4.62,0.45,0.53,1.19,0.3,0.42,1.4,,Lightweight,,
948,Nick Hein,"5' 6""",155 lbs.,"66""",Southpaw,4/24/1984 0:00,2.65,0.35,0.59,0.86,0.33,0.83,0,Sergeant,Lightweight,Cologne,Germany
949,Adrian Diaz,"5' 10""",145 lbs.,,Southpaw,4/26/1988 0:00,0.48,0.42,0.51,2.4,0.5,0,0,,,,
950,Mark Dickman,"5' 9""",145 lbs.,,,7/19/1984 0:00,0,0,0,0,0,0,0,,,,
951,Angela Hill,"5' 3""",115 lbs.,"64""",Orthodox,1/12/1985 0:00,5.66,0.5,0.64,0.45,0.36,0.76,0.1,Overkill,Strawweight,"Brooklyn, New York",United States
952,Michael Diaz,,260 lbs.,,,,0,0,0,0,0,0,0,,,,
953,Josh Diekmann,"5' 4""",246 lbs.,,,10/9/1976 0:00,0.28,0.05,0.25,0,0,0,0,,,,
954,Kyle Dietz,"5' 8""",135 lbs.,,Orthodox,4/29/1986 0:00,1.82,0.45,0.62,0,0,0,0,,,,
955,Ryan Diaz,,145 lbs.,,,,0,0,0,0,0,0,0,,,,
956,Seth Dikun,"5' 10""",135 lbs.,"69""",Orthodox,8/5/1980 0:00,1.45,0.26,0.55,0,0,0.45,0.9,,,,
957,TJ Dillashaw,"5' 6""",125 lbs.,"67""",Orthodox,2/7/1986 0:00,5.37,0.41,0.65,1.68,0.37,0.86,1,,,,
958,Vik Grujic,"5' 11""",170 lbs.,"73""",Orthodox,2/6/1977 0:00,2.24,0.48,0.41,1.18,0.33,0.26,0.4,The Spartan,Welterweight,"Melbourne, Victoria",Australia
959,Matt Dixon,"5' 10""",170 lbs.,"75""",Switch,10/9/1995 0:00,1.97,0.43,0.37,3.06,0.3,0,0,,,,
960,Rodolfo Marques Diniz,"5' 6""",135 lbs.,,,1/23/1984 0:00,1.08,0.32,0.33,0,0,0.5,1.8,,,,
961,Ralph Dillon,"6' 2""",205 lbs.,,Orthodox,,0.34,0.14,0.6,0,0,0,0,,,,
962,Josh Haynes,"5' 9""",170 lbs.,,Orthodox,7/30/1977 0:00,1.25,0.22,0.52,0.94,0.18,0.42,0,Bring the Pain,Light Heavyweight,"Medford, Oregon",United States
963,Drew Dimanlig,,185 lbs.,,,,3.7,0.73,0.2,0,0,0,0,,,,
964,Rico DiSciullo,"5' 8""",135 lbs.,,Orthodox,10/12/1986 0:00,1.71,0.33,0.56,0,0,0,0,,,,
965,Helio Dipp,"6' 5""",185 lbs.,,Orthodox,,0.6,0.25,0.62,0,0,0.5,0,,,,
966,John Dixson,"6' 0""",275 lbs.,,Orthodox,,0,0,0,0,0,0,0,,,,
967,Anthony Do,"5' 4""",125 lbs.,,,,0,0,0,0,0,0,0,,,,
968,Russell Doane,"5' 7""",135 lbs.,"70""",Orthodox,8/13/1986 0:00,1.75,0.4,0.53,2.11,0.45,0.52,0.8,,Bantamweight,"Waianae, Hawaii",United States
969,David Dodd,"6' 2""",200 lbs.,,Orthodox,9/22/1973 0:00,0,0,0,0,0,0,0,,Light Heavyweight,"Mesa, Arizona",United States
970,Drew Dober,"5' 8""",155 lbs.,"70""",Southpaw,10/19/1988 0:00,4.33,0.4,0.54,0.8,0.17,0.55,0.1,,Lightweight,"Omaha, Nebraska",United States
971,Shana Dobson,"5' 6""",125 lbs.,"69""",Orthodox,3/30/1989 0:00,3.34,0.37,0.5,0.84,0.5,0.14,0,,,,
972,Mike Dolce,"5' 11""",185 lbs.,,,4/15/1976 0:00,0,0,0,0,0,0,0,,,,
973,Xavier Foupa-Pokam,"6' 1""",185 lbs.,,Open Stance,7/3/1982 0:00,1.47,0.43,0.49,0,0,0.16,0,Professor X,Middleweight,Paris,France
974,Xavier Foupa-Pokam,"6' 1""",185 lbs.,,Open Stance,7/3/1982 0:00,1.47,0.43,0.49,0,0,0.16,0,Professor X,Middleweight,Paris,France
975,Damian Grabowski,"6' 1""",241 lbs.,"75""",Orthodox,5/12/1980 0:00,4,0.36,0.51,0,0,0,0,The Polish Pitbull,Heavyweight,Opole,Poland
976,OJ Dominguez,,,,,,0,0,0,0,0,0,0,,,,
977,John Donaldson,"5' 8""",145 lbs.,,,7/9/1992 0:00,1.21,0.23,0.51,0,0,0,0,,,,
978,CB Dollaway,"6' 2""",185 lbs.,"76""",Orthodox,8/10/1983 0:00,2.65,0.47,0.54,3.55,0.54,0.62,1.2,,,,
979,Dennis Dombrow,,145 lbs.,,,3/17/1986 0:00,0,0,0,0,0,0,0,,,,
980,Christos Giagos,"5' 10""",155 lbs.,"71""",Orthodox,1/23/1990 0:00,2.88,0.41,0.51,3.11,0.39,0.5,0.3,The Spartan,Lightweight,"Hawthorne, California",United States
981,Houston Dorr,"6' 1""",210 lbs.,,Orthodox,,0,0,0,0,0,0,0,,Light Heavyweight,"Diamond Head, Mississippi",USA
982,Roman Dolidze,"6' 2""",205 lbs.,"76""",Orthodox,7/15/1988 0:00,2.98,0.51,0.61,1.75,0.5,0.33,2.2,,,,
983,Geronimo dos Santos,"6' 3""",264 lbs.,,Orthodox,8/17/1980 0:00,1.09,0.33,0.41,0,0,0.33,0,,,,
984,Anderson Dos Santos,"5' 5""",135 lbs.,"70""",Orthodox,7/24/1985 0:00,2.66,0.28,0.55,1.3,0.18,0.66,0.9,,,,
985,Antonio Dos Santos,"5' 10""",185 lbs.,,Orthodox,7/21/1988 0:00,5.4,0.51,0.43,0,0,1,0,,,,
986,Oleksandr Doskalchuk,"5' 6""",125 lbs.,,Southpaw,3/13/1990 0:00,0,0,0,0,0,0,0,,,,
987,Junior Dos Santos,"6' 4""",238 lbs.,"77""",Orthodox,1/30/1984 0:00,4.49,0.47,0.56,0.3,0.5,0.81,0.1,,,,
988,Rafael Dos Anjos,"5' 8""",155 lbs.,"70""",Southpaw,10/26/1984 0:00,3.49,0.46,0.61,1.93,0.37,0.58,0.6,,,,
989,David Douglas,"5' 11""",155 lbs.,,,8/16/1981 0:00,0,0,0,0,0,0,0,,,,
990,Jordan Dowdy,,170 lbs.,,,,2.11,0.44,0.5,0,0,0,0,,,,
991,Damion Douglas,,170 lbs.,,,,0,0,0,0,0,0,0,,,,
992,John Dowdy,,,,,,0,0,0,0,0,0,0,,N/A,"Morganton, North Carolina",United States
993,John Doyle,"5' 11""",205 lbs.,,Orthodox,11/21/1976 0:00,3.5,0.44,0.27,0,0,0,0,,,,
994,Chris Heatherly,"5' 9""",155 lbs.,,Orthodox,11/24/1987 0:00,1.08,0.45,0.52,3.39,0.5,1,0.7,Stump,Welterweight,"Cahokia, Illinois",United States
995,Kyle Driscoll,"5' 11""",145 lbs.,"74""",Orthodox,9/23/1994 0:00,2.73,0.32,0.58,2,0.18,0,0,,,,
996,Edson Drago,"6' 4""",220 lbs.,,Orthodox,8/29/1977 0:00,1.16,0.4,0.36,0,0,0.55,0,,,,
997,Danny Downes,"6' 0""",155 lbs.,"72""",Orthodox,4/8/1986 0:00,1.66,0.34,0.37,0,0,0.37,0.5,,,,
998,Chris Drumm,"5' 8""",145 lbs.,,,,0,0,0,0,0,0,0,,,,
999,Hugo Duarte,"6' 0""",240 lbs.,,Orthodox,8/9/1968 0:00,0,0,0,0,0,0,0,,Heavyweight,Rio De Janeiro,Brazil
1000,Jason Fairn,"6' 1""",230 lbs.,,,,0,0,0,0,0,0,0,Bonecracker,Heavyweight,"Vancouver, British Columbia",Canada
1001,Robert Drysdale,"6' 3""",205 lbs.,,Orthodox,10/5/1981 0:00,0,0,0,7.32,1,0,21.9,,Light Heavyweight,"Las Vegas, Nevada",United States
1002,Alexandre Ferreira,"5' 7""",205 lbs.,,Orthodox,4/25/1979 0:00,2.57,0.6,0.42,0,0,0,0,Cacareco,Light Heavyweight,Rio de Janeiro,Brazil
1003,Dricus Du Plessis,"6' 1""",185 lbs.,"76""",Switch,1/14/1994 0:00,7.72,0.44,0.67,0,0,0,0,,,,
1004,Joe Duarte,,155 lbs.,,,1/25/1977 0:00,2.27,0.38,0.53,3,0.5,0.69,1,,,,
1005,Ulysses Gomez,"5' 6""",125 lbs.,,Orthodox,5/25/1983 0:00,2.72,0.25,0.68,0,0,0,0,Useless,Flyweight,"Las Vegas, Nevada",United States
1006,Antonio Duarte,"5' 7""",135 lbs.,,,,4.55,0.4,0.57,0,0,0.6,0,,,,
1007,Norma Dumont,"5' 7""",135 lbs.,"67""",Orthodox,10/1/1990 0:00,5.35,0.55,0.72,2.43,0.42,1,0,,,,
1008,Adin Duenas,"5' 6""",145 lbs.,,,7/2/1988 0:00,0,0,0,0,0,0,0,,,,
1009,Joe Duffy,"5' 10""",155 lbs.,"73""",Orthodox,2/18/1988 0:00,2.68,0.34,0.54,0.96,0.66,0.64,0.7,,,,
1010,Milana Dudieva,"5' 3""",135 lbs.,,Orthodox,8/4/1989 0:00,0.87,0.31,0.58,2.34,0.45,0,0,,Bantamweight,"Vladikavkaz, North Ossetia",Russia
1011,Todd Duffee,"6' 3""",260 lbs.,"78""",Orthodox,12/6/1985 0:00,5.93,0.37,0.56,0.72,0.25,0.9,0,,Heavyweight,"Evansville, Indiana",United States
1012,James Hammortree,"6' 3""",185 lbs.,,Orthodox,11/29/1983 0:00,1.93,0.3,0.44,2,0.5,1,1,Sledge,Light Heavyweight,"Ocala, Florida",United States
1013,Alexis Dufresne,"5' 9""",135 lbs.,,Orthodox,8/31/1990 0:00,1.33,0.27,0.6,1.5,0.5,0.5,0,Sneaky Zebra,Featherweight,"Temecula, California",United States
1014,Kelly Dullanty,"5' 8""",155 lbs.,,Orthodox,11/4/1977 0:00,0,0,0.75,0,0,0.66,0,Psycho,Lightweight,"San Jose, California",USA
1015,Alex Dunworth,"5' 8""",155 lbs.,,,,1.94,0.31,0.35,0,0,0.5,0,,,,
